DOIs (Digital Object Identifiers),Title,Abstract,Person,Journal title,Sustainable Development Goals
https://doi.org/10.1038/npjsba.2016.11,Strategies for structuring interdisciplinary education in Systems Biology: an European perspective.,,"Teusink, B.",NPJ systems biology and applications,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.3917/mana.084.0089,Strategies of cooperation; commitment and control in a megaproject,,"van Marrewijk, A.H.",Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.lrp.2021.102110,Strategizing in a digital world,"<p>As digital technologies such as cloud and edge computing, machine learning, advanced artificial intelligence (AI), and the internet of things (IoT) unfold, traditional industries such as telecoms, media, entertainment, and financial services are being reconfigured and new sectors are emerging. In this new competitive landscape we observe new organizational forms and new business models, including the emergence of platforms and multi-sided markets. This emergence has required a strategic response from incumbent firms, including both well-established firms and some first-generation digital enterprises. With these advances in digital technology, the very nature of strategy is changing. Fundamentally, the use of digital technologies may provide new opportunities for efficiency gains, customer intimacy, and innovation. However, without the right mindset for change, appropriate digital routines, and structural changes, digital transformation efforts will fail. We therefore present a framework for strategizing in this new digital competitive landscape that underscores the importance of the interplay between (1) the cognitive barriers faced by managers when trying to understand this new digital world and envision new digital business models, (2) a need to reconfigure and extend digital routines, and (3) new organizational forms that are better equipped to creating value and gaining competitive advantage. From this framework of essential pillars, we derive four journeys of digital transformation for companies that were formed in the pre-digital economy. We also describe the management roles required by top, middle, and frontline managers, depending on whether the digital migration is evolutionary or transformative and whether the firm is responding to or attempting to shape the ecosystem. Although digital transformation is technically all about technology, the more important issue is how companies make their way through this strange new digital world in which they find themselves. Ultimately digital transformation is as much about strategizing as it is about technology.</p>","Khanagha, S. (+1 more)",Long Range Planning,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.5117/9789463722971,Streaming against the Environment,"Building on an infrastructural approach, this chapter investigates the environmental impact of video streaming. It clarifies some of the less obvious relationships between media infrastructures, video compression standards, and electronics supply chains and demonstrates how their interactions unfold material effects on the environment. Complicating recent critical research on data centers, we posit that existing models for calculating the ecological footprint of video streaming cannot capture its full extent and advocate for an interdisciplinary approach to data, computation, and infrastructure. This approach informs our argument that the development of new compression standards redistributes environmental responsibility in a way that benefits streaming providers and data centers at the expense of end users and hardware manufacturers.","Jancovic, M.",,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.5840/enviroethics200123225,"Strong versus weak sustainability: economics, natural sciences and 'consilience'",,"van den Bergh, J.C.J.M.",Environmental Ethics,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1186/1472-6947-11-67,Successful implementation of new technologies in nursing care: A questionnaire survey of nurse-users,"Background: A growing number of new technologies are becoming available within nursing care that can improve the quality of care, reduce costs, or enhance working conditions. However, such effects can only be achieved if technologies are used as intended. The aim of this study is to gain a better understanding of determinants influencing the success of the introduction of new technologies as perceived by nursing staff. Methods. The study population is a nationally representative research sample of nursing staff (further referred to as the Nursing Staff Panel), of whom 685 (67%) completed a survey questionnaire about their experiences with recently introduced technologies. Participants were working in Dutch hospitals, psychiatric organizations, care organizations for mentally disabled people, home care organizations, nursing homes or homes for the elderly. Results: Half of the respondents were confronted with the introduction of a new technology in the last three years. Only half of these rated the introduction of the technology as positive. The factors most frequently mentioned as impeding actual use were related to the (kind of) technology itself, such as malfunctioning, ease of use, relevance for patients, and risks to patients. Furthermore nursing staff stress the importance of an adequate innovation strategy. Conclusions: A prerequisite for the successful introduction of new technologies is to analyse determinants that may impede or enhance the introduction among potential users. For technological innovations special attention has to be paid to the (perceived) characteristics of the technology itself. © 2011de Veer et al; licensee BioMed Central Ltd.","Fleuren, M.A.H. (+1 more)",BMC Medical Informatics and Decision Making,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.conengprac.2021.104902,Supervisory control synthesis for large-scale systems with isomorphisms,"© 2021 The AuthorsThe complexity of the design of supervisory controllers for today's high-tech systems is ever increasing with the rise in demands for higher safety and functionality. Supervisory control synthesis enables the design engineer to automatically generate a supervisory controller from a model of the plant and a model of the controller requirements. Although supervisory control theory is an active research area, the number of industrial applications remains relatively low. One of the main reasons for this is the lack of guidelines for practical applications of supervisory control theory, especially in case of large-scale systems with numerous components and complex dependencies. In this paper, guidelines are given for the process of obtaining and validating a supervisory controller, more specifically for large-scale systems with isomorphisms. Systems with isomorphisms are systems with a high degree of symmetry and repetitiveness in their components, such as manufacturing lines with parallel processing lines or infrastructural systems with repeating modules. This paper shows how coordination between the steps in obtaining a supervisory controller for a large-scale system improves the efficiency of the process and quality of the end result, and how the isomorphism of components in the system can be exploited in these steps. This process is demonstrated in this paper by a case study related to the Eerste Heinenoordtunnel, a road tunnel in the Netherlands. The case study shows the steps of modeling the plant and the controller requirements, performing model reduction based on isomorphisms in the system, synthesizing the supervisory controller, and validating the controller by means of simulation.","Fokkink, W.J.",Control Engineering Practice,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1108/IJLM-01-2015-0013,Supply chain integration strategies in fast evolving industries,"<p>Purpose - The purpose of this paper is to define the ""fast evolving industry"" (FEI) and its supply chain management (SCM) challenges. The authors review and structure the literature regarding integration strategies and implementation methods to develop a strategic decision-making framework for SCM in the FEI. Design/methodology/approach - The authors conduct a review of SCM literature, including supply chain strategy, supply chain integration (SCI), agile and responsive supply chain and SCM for innovative and fastchanging industries. The authors develop a conceptual model and a decision-making framework and use four mini cases to provide support for the model and framework. Findings - The FEI, characterised by a high level of innovation and differentiation, short products/services lifecycle and high variety, is yet to be fully defined. Inherent uncertainty in FEI supply systems makes SCM in these industries a complex but strategic task for their managers. The framework and the model offered in this study, which employ a core competency concept and provide risk management strategies, offer a strategic tool for managers and scholars in the field to optimise their integration strategies and to operationalise integration decisions. Originality/value - Little research has been published on transferable and cross-industrial SCM in FEIs. This paper defines the FEI and its resource-related concerns and then offers a conceptual model and a strategic decision-making framework for SCI in FEIs.</p>","de Leeuw, S.L.J.M.",International Journal of Logistics Management,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.5367/ihe.2014.0213,Supporting university-industry linkages. A case study of the relationship between the organizational and individual levels,,"van der Sijde, P. (+2 more)",Industry & Higher Education,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.48550/arXiv.2305.00436,Sustainability Competencies and Skills in Software Engineering: An Industry Perspective,"<b>Context:</b> Achieving the UN Sustainable Development Goals (SDGs) demands a shift by industry, governments, society, and individuals to reach adequate levels of awareness and actions to address sustainability challenges. Software systems will play an important role in moving towards these targets. Sustainability skills are necessary to support the development of software systems and to provide sustainable IT-supported services for citizens. <br/><b>Gap:</b> While there is a growing number of academic bodies, including sustainability education in engineering and computer science curricula, there is not yet comprehensive research on the competencies and skills required by IT professionals to develop such systems. <br/><b>Research goal:</b> This study aims to identify the IT industry needs for sustainability-related competencies and skills. To inform the design of future IT educational programmes we answer the following questions: (1) what are the interests of organisations with an IT division with respect to sustainability? (2) what do organisations want to achieve with respect to sustainability, and how? and (3) what are the sustainability-related competencies and skills that organisations need to achieve their sustainability goals? <br/><b>Methodology:</b> We conducted a qualitative study with interviews and focus groups with experts from twenty-eight organisations with an IT division from nine countries to understand their interests, goals and achievements related to sustainability, and the skills and competencies needed to achieve their goals. <br/><b>Results:</b> Our findings show that organisations are interested in sustainability, both idealistically and increasingly for core business reasons. They seek to improve the sustainability of processes and products but encounter difficulties, like the trade-off between short-term financial profitability and long-term sustainability goals or an unclear understanding of sustainability concepts. To fill these gaps, they have promoted in-house training courses, collaborated with universities, and sent employees to external training. The acquired competencies should support translating environmental and social benefits into economic ones and make sustainability an integral part of software development. We conclude that educational programs should include knowledge and skills on core sustainability concepts, system thinking, soft skills, technical sustainability, building the business case for sustainability, sustainability impact and measurements, values and ethics, standards and legal aspects, and advocacy and lobbying.","Lago, P.",,"SDG 9 - Industry, Innovation, and Infrastructure (+2 more)"
https://doi.org/https://doi.org/10.1017/9781009118644.013,Sustainability Professionals,,"Lysova, E.I. (+1 more)",,"SDG 9 - Industry, Innovation, and Infrastructure (+2 more)"
https://doi.org/10.1186/1471-2458-12-1003,Sustained employability of workers in a production environment: design of a stepped wedge trial to evaluate effectiveness and cost-benefit of the POSE program,"Background: Sustained employability and health are generating awareness of employers in an aging and more complex work force. To meet these needs, employers may offer their employees health surveillance programs, to increase opportunities to work on health and sustained employability. However, evidence for these health surveillance programs is lacking. The FLESH study (Functional Labour Evaluation for Sustained Health and employment) was developed to evaluate a comprehensive workers' health promotion program on its effectiveness, cost-benefit, and process of the intervention. Methods. The study is designed as a cluster randomised stepped wedge trial with randomisation at company plant level and is carried out in a large meat processing company. Every contracted employee is offered the opportunity to participate in the POSE program (Promotion Of Sustained Employability). The main goals of the POSE program are 1) providing employee's insight into their current employability and health status, 2) offering opportunities to improve employability and decrease health risks and 3) improving employability and health sustainably in order to keep them healthy at work. The program consists of a broad assessment followed by a counselling session and, if needed, a tailored intervention. Measurements will be performed at baseline and will be followed up at 20, 40, 60, 80, 106 and 132 weeks. The primary outcome measures are work ability, productivity and absenteeism. Secondary outcomes include health status, vitality, and psychosocial workload. A cost-benefit study will be conducted from the employers' perspective. A process evaluation will be conducted and the satisfaction of employer and employees with the program will be assessed. Discussion. This study provides information on the effectiveness of the POSE program on sustained employment. When the program proves to be effective, employees benefit by improved work ability, and health. Employers benefit from healthier employees, reduced sick leave (costs) and higher productivity. The study can expose key elements for a successful implementation and execution of the POSE program and may serve as an example to other companies inside and outside the industry. © 2012 van Holland et al.; licensee BioMed Central Ltd.","de Boer, M.R.",BMC Public Health,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.jss.2022.111415,Systematic literature review of domain-oriented specification techniques,"<p>Context: The popularity of domain-specific languages and model driven development has made the tacit use of domain knowledge in system development more tangible. Our vision is a development process where a (software) system specification is based on multiple domain models, and where the specification method is built from cognitive concepts, presumably derived from natural language. Goal: To realize this vision, we evaluate and reflect upon the existing literature in domain-oriented specification techniques. Method: We designed and conducted a systematic literature review on domain-oriented specification techniques. Results: We identified 53 primary studies, populated the classification framework for each study, and summarized our findings per classification aspect. We found many approaches for creating domain models or domain-specific languages. Observations include: (i) most methods are defined incompletely; (ii) none offers methodical support for the use of domain models or domain-specific languages to create other specifications; (iii) there are specification techniques to integrate models in general, but no study offers methodical support for multiple domain models. Conclusion: The results indicate which topics need further research and which can instead be reused to realize our vision on system development. Editor's note: Open Science material was validated by the Journal of Systems and Software Open Science Board.</p>","Deckers, R.T.C. (+1 more)",Journal of Systems and Software,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1111/1911-3846.12627,Tax loss carryovers in a competitive environment,"The fact that incumbent firms can immediately deduct research and development (R&D) investments from taxable income is generally believed to give them a strategic advantage over new firms that cannot deduct the investment cost, but instead generate a net operating tax loss carryover. Using an analytical model, we show that this conventional wisdom need not hold in a competitive environment. We examine operating and investment decisions in a duopolistic industry in which an initial investment in R&D yields an immediate tax benefit for one firm, but creates a net operating loss carryover for the other firm. If both firms invest in R&D, the firm with the net operating loss carryover makes more aggressive capital investment decisions following successful R&D. This may deter the incumbent firm from investing in R&D despite the lower after‐tax costs of this investment. Changing the tax loss carryover rules would thus not only affects start‐up or loss firms, but would also affect the investment decisions of profitable firms in the same industry.","Wielhouwer, J.L.",Contemporary Accounting Research,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1111/ecno.12178,Technological leadership and sectorial employment growth,"<p>This paper studies the determinants of technological catch-up considering spatial and sectoral aggregation of industries. We investigate how geographical and technological proximity to the technology leader impact regional employment growth. We model technological progress by means of a hierarchical process of catch-up to the technology leader. We also incorporate measures for knowledge spillover effects to test the roles of competition, specialisation, and diversity at the industry level. Empirical results using data at the county level for different economic sectors (2-dig NAICS) for the United States indicate that human capital plays a crucial role in promoting sectoral employment growth. The association between technological/geographical distance to the technology leader and employment growth varies across sectors.</p>","Florax, R.J.G.M. (+1 more)",Economic Notes,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1136/bmjopen-2012-000872,Technology adoption and implementation in organisations,"<p>Objectives: To understand organisational technology adoption (initiation, adoption decision, implementation) by looking at the different types of innovation knowledge used during this process. Design: Qualitative, multisite, comparative case study design. Setting: One primary care and 11 acute care organisations (trusts) across all health regions in England in the context of infection prevention and control. Participants and data analysis: 121 semistructured individual and group interviews with 109 informants, involving clinical and non-clinical staff from all organisational levels and various professional groups. Documentary evidence and field notes were also used. 38 technology adoption processes were analysed using an integrated approach combining inductive and deductive reasoning. Main findings: Those involved in the process variably accessed three types of innovation knowledge: 'awareness' (information that an innovation exists), 'principles' (information about an innovation's functioning principles) and 'how-to' (information required to use an innovation properly at individual and organisational levels). Centralised (national, government-led) and local sources were used to obtain this knowledge. Localised professional networks were preferred sources for all three types of knowledge. Professional backgrounds influenced an asymmetric attention to different types of innovation knowledge. When less attention was given to 'how-to' compared with 'principles' knowledge at the early stages of the process, this contributed to 12 cases of incomplete implementation or discontinuance after initial adoption. Conclusions: Potential adopters and change agents often overlooked or undervalued 'how-to' knowledge. Balancing 'principles' and 'how-to' knowledge early in the innovation process enhanced successful technology adoption and implementation by considering efficacy as well as strategic, structural and cultural fit with the organisation's context. This learning is critical given the policy emphasis for health organisations to be innovation-ready.</p>","Kyratsis, I.",BMJ Open,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.indmarman.2022.06.020,Tensions in multilateral coopetition,"<p>Coopetition may help firms to respond collectively to technological change, and compete against disruptive innovation. Yet, coopetition often creates tensions, as coopetitors need to engage in persistently contradictory activities. While existing research focuses on dyadic coopetition, we know much less about multilateral coopetition; specifically, how tensions in multilateral coopetition arise and how they are managed in response to disruptive innovation. We use an in-depth case study of nine Dutch firms, who respond to digital disruption by introducing a new digital music platform, to analyse how tensions evolve in a multilateral coopetition entity. Our findings reveal two coopetitive tensions: a novel multilateral generalist–specialist contribution tension, and the well-known value creation–capture tension. The generalist–specialist contribution is an actor-activity-based tension that originates from the variable contributions of different vertical and horizontal coopetitors over time. Coopetitors try to resolve or balance this tension constantly via commensuration and orchestration of individual coopetitors' contributions, but the tension remains dormant and therefore re-appears. The second tension appears to stabilize over time as the coopetitive entity manages to balance the value creation–capture tension through an iteration of cooperation-inducing, competition-inducing and attendance to redirecting external events. The tensions are interlinked: the generalist–specialist contribution tension triggers subgroup coalition formation, which spurs the value creation–capture tension. We contribute to the coopetition literature by explaining how tensions emerge and are managed in multilateral coopetition, pointing to a new tension inherent in multilateral coopetition. Furthermore, we show how disruptive innovation uniquely shapes multilateral coopetition by inducing cooperative behaviour.</p>","Cepa, K.C.",Industrial Marketing Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1093/es/4.1.65,Tensions within an industrial research laboratory: the Philips laboratory's x-ray department between the wars,"Tensions arose in the X-ray department of the Philips research laboratory during the interwar period, caused by the interplay among technological development, organizational culture, and individual behavior. This article traces the efforts of Philips researchers to find a balance between their professional goals and status and the company's strategy. The X-ray research, overseen by Gilles Holst, the laboratory's director, and Albert Bouwers, the group leader for the X-ray department, was a financial failure despite technological successes. Nevertheless, Bouwers was able to continue his X-ray research, having gained the support of company owner Anton Philips. The narrative of the X-ray department allows us to explore not only the personal tensions between Holst and Bouwers, but also the interaction between individual goals and company strategy in an industrial research laboratory.","Boersma, F.K.",Enterprise and Society,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.4018/IJISMD.2015070103,TESTAR,"Testing applications with a graphical user interface (GUI) is an important, though challenging and time consuming task. The state of the art in the industry are still capture and replay tools, which may simplify the recording and execution of input sequences, but do not support the tester in finding fault-sensitive test cases and leads to a huge overhead on maintenance of the test cases when the GUI changes. In earlier works the authors presented the TESTAR tool, an automated approach to testing applications at the GUI level whose objective is to solve part of the maintenance problem by automatically generating test cases based on a structure that is automatically derived from the GUI. In this paper they report on their experiences obtained when transferring TESTAR in three different industrial contexts with decreasing involvement of the TESTAR developers and increasing participation of the companies when deploying and using TESTAR during testing. The studies were successful in that they reached practice impact, research impact and give insight into ways to do innovation transfer and defines a possible strategy for taking automated testing tools into the market.","Condori Fernandez, O.N.",International Journal of Information System Modeling and Design,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1108/14714171111124185,The adoption of innovative asphalt equipment in road construction,,"van der Sijde, P.",Construction Innovation,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.lrp.2017.10.002,The antecedents of new R&D collaborations with different partner types,"<p>We examine firms' propensity to adapt their R&D collaboration portfolio by establishing new types of R&D collaboration with different kinds of partners (suppliers, customers, competitors and universities & public research institutions). We argue that existing R&D collaboration with one of the two value chain partners (suppliers or customers) is associated with the formation of new R&D collaboration with the other value chain partner to ensure temporal alignment in innovation within the value chain. In contrast, issues related to governance and unintended knowledge spillovers suggest that ‘horizontal’ R&D collaboration with competitors only spurs R&D collaboration with other partner types if such competitor R&D collaboration has been discontinued earlier (‘delayed temporal alignment’). We posit that persistent prior R&D collaboration with institutional partners is an antecedent to the establishment of new R&D collaboration with industrial partners, and that discontinuation of a particular type of R&D collaboration is likely to lead to a restart of such R&D collaborative effort. Strong prior innovative performance is expected to increase the probability that firms establish R&D collaborations with new partner types, except for R&D collaboration with competitors, since the most innovative firms may fear leakage of proprietary knowledge to rivals. We find broad support for these predictions in a large panel of Spanish innovating firms (2004–2011). Our findings highlight that it is not just the configuration of R&D collaborations with existing partner types that predicts tie formation with new partner types, but also the intertemporal pattern of prior R&D collaboration and managerial discretion provided by past innovation success.</p>","Gilsing, V.A.",Long Range Planning,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1162/isal_a_00147,The ARe robot fabricator,"<p>The long term vision of the Autonomous Robot Evolution (ARE) project is to create an ecosystem of both virtual and physical robots with evolving brains and bodies. One of the major challenges for such a vision is the need to construct many unique individuals without prior knowledge of what designs evolution will produce. To this end, an autonomous robot fabrication system for evolutionary robotics, the Robot Fabricator, is introduced in this paper. Evolutionary algorithms can create robot designs without direct human interaction; the Robot Fabricator will extend this to create physical copies of these designs (phenotypes) without direct human interaction. The Robot Fabricator will receive genomes and produce populations of physical individuals that can then be evaluated, allowing this to form part of the evolutionary loop, so robotic evolution is not confined to simulation and the reality gap is minimised. In order to allow the production of robot bodies with the widest variety of shapes and functional parts, individuals will be produced through 3D printing, with prefabricated actuators and sensors autonomously attached in the positions determined by evolution. This paper presents details of the proposed physical system, including a proof-of-concept demonstrator, and discusses the importance of considering the physical manufacture for evolutionary robotics.</p>","De Carlo, M. (+1 more)",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.futures.2015.03.008,"The behavioral basis of policies fostering long-run transitions: Stakeholders, limited rationality and social context","Writings on sustainability transitions generally pay slight attention to the specific behavioral characteristics of individuals, groups and organizations. This paper examines how modern insights about bounded rationality, social interaction and learning can contribute to making transition polices more effective in addressing barriers and opportunities to realize a sustainability transition in the near future. We argue that the behavioral underpinnings of features like lock-in, surprises in innovation systems and network interactions have been insufficiently elaborated and connected to policy design. We identify and illustrate the most important behavioral features of relevant stakeholders in transition processes. By focusing on behavioral features at both individual and organizational levels, we arrive at recommendations for policy makers regarding important barriers to change and how to overcome these. Specific policy insights are offered at multiple levels, for different stakeholders, and associated with both behavioral biases and social interactions. The analysis combines insights from the literatures on sustainability transitions, ""environmental-behavioral economics"", and behavioral foundations of learning and innovation. Our framework may serve as a basis for coherent behavior studies of transitions that otherwise run the risk of being ad hoc. This will improve conditional forecasting of system responses to transition policies.","van den Bergh, J.C.J.M.",Futures,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.5172/impp.453.11.1.44,The content and role of formal contracts in high-tech alliances,"<p>In this study we investigate the governance structure of innovation processes in high-tech alliances, focusing on the content and role of formal contracts. The design of a formal agreement is one of the most important strategic decisions for alliance partners. Drawing upon transaction cost arguments and social exchange theory, we study the determinants of contractual detail of collaborative agreements in the Dutch high tech industry. The findings confirm important roles for transactional and relational characteristics. We also show that contracts have multiple functions: they are important to safeguard risks but are also used to co-ordinate alliance activities and show commitment; or to safeguard external contingencies. Each of these different dimensions has unique antecedents.</p>","Klein Woolthuis, R.J.A.","Innovation: Management, Policy and Practice","SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1504/ijeim.2011.043052,The Crowdsourcing Process: an Intermediary Mediated Idea Generation Approach in the Early Phase of Innovation,"Intermediary mediated crowdsourcing ({CS)} has become a widely adopted open innovation approach for idea generation in various companies of different industries. Despite many success stories and a large body of literature in the fields of idea generation, online competition and open innovation, little is known about the intermediary mediated {CS} process in the early stage of the innovation process. An explorative, qualitative and quantitative multi-case study research design was applied to extract the longitudinal data that were analysed in this research. Based on 12 {CS} projects executed by nine Swiss companies from four industries on the Swiss intermediary {CS} platform atizo.com, five important phases of the intermediary mediated {CS} process were identified and described. Additionally, important tasks within each phase which ought to be considered by companies when engaging in an intermediary mediated {CS} project for idea generation were elaborated.","Friesike, S.C.",International Journal of Entrepreneurship and Innovation Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.indmarman.2020.07.022,The digital marketing capabilities gap,"<p>Over the past two decades, digitalization has revolutionized not only consumer marketing but also industrial marketing. Both industrial marketing scholars and industrial marketers seek insights to understand how our knowledge and practice of digital marketing has been structured and configured. To address this gap, we adopt the resource-based perspective as an organizing framework and systematically review 129 articles spanning two decades of research to identify different digital marketing capabilities in industrial firms. From this analysis, we identify four themes: channels, social media, digital relationships, and digital technologies. We then stress-test this knowledge with managerial practices by conducting an online survey of 169 managers, designed to establish the repertoire of current and future marketing capability needs of industrial firms. Herein, we identify two marketing capabilities gaps: the practice gap—which identifies the deficit between managers' ‘current’ practices and their ‘ideal’ digital marketing capabilities; and, the knowledge gap—which demonstrates a significant divide between the digital marketing transformations in industrial firms and the extant scholarly knowledge that underpins this. Based on these results, we build an agenda for future research on digital marketing capabilities.</p>","Herhausen, D.B. (+1 more)",Industrial Marketing Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1111/1751-7915.12817,The DIY Digital Medical Centre,"<p>Healthcare systems worldwide are confronted with major economic, organizational and logistical challenges. Historic evolution of health care has led to significant healthcare sector fragmentation, resulting in systemic inefficiencies and suboptimal resource exploitation. To attain a sustainable healthcare model, fundamental, system-wide improvements that effectively network, and ensure fulfilment of potential synergies between sectors, and include and facilitate coherent strategic planning and organisation of healthcare infrastructure are needed. Critically, they must be specifically designed to sustainably achieve peak performance within the current policy environment for cost-control, and efficiency and quality improvement for service delivery. We propose creation of a new healthcare cluster, to be embedded in existing healthcare systems. It consists of (i) local 24/7 walk-in virtually autonomous do-it-yourself Digital Medical Centres performing routine diagnosis, monitoring, prevention, treatment and standardized documentation and health outcome assessment/reporting, which are online interfaced with (ii) regional 24/7 eClinician Centres providing on-demand clinical supervision/assistance to Digital Medical Centre patients. Both of these are, in turn, online interfaced with (iii) the National Clinical Informatics Centre, which houses the national patient data centre (cloud) and data analysis units that conduct patient- and population-level, personalized and predictive(-medicine) intervention optimization analyses. The National Clinical Informatics Centre also interfaces with biomedical research and prioritizes and accelerates the translation of new discoveries into clinical practice. The associated Health Policy Innovation and Evaluation Centre rapidly integrates new findings with health policy/regulatory discussions. This new cluster would synergistically link all health system components in a circular format, enable not only access by all arms of the health service to latest patient data, but also automatic algorithm analysis and prediction of clinical development of individual patients, reduce bureaucratic burden on medical professionals by enabling a greater level of focus of their expertise on non-routine medical tasks, lead to automatic translation of aggregate patient data/new knowledge into medical practice, and orient future evolution of health systems towards greater cohesion/integration and hence efficiency. A central plank of the proposed concept is increased emphasis on reduction of disease incidence and severity, to diminish both patient suffering and treatment costs. This will be achieved at the individual and population levels, through (i) significantly improved access to medical services, (ii) stronger focus on primary and secondary prevention and early treatment measures, and disease susceptibility prediction via personalized medicine, involving inter alia genome analysis at birth and periodic analysis of microbiomes and biomarkers, and integration with other patient health and epidemiology parameters, (iii) improved surveillance and (iv) intervention outcome benchmarking. The dMCs will become drivers of innovation and integrative evolution in health systems, of disease reduction and efficiency gains, and thus major contributors to development of sustainability of health care.</p>","Timmis, J.K.",Microbial Biotechnology,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1111/j.1540-5885.2006.00232.x,The effect of IT and Co-location on knowledge dissemination,"<p>Due to the increasing globalization of businesses, new ideas for innovation need to be disseminated rapidly both within and across different departments and divisions. Frequently, ideas and information are dispersed over globally distributed organizations or team members. As a result, the exchange of knowledge has become not only very important for innovation but also highly complex. To facilitate this knowledge exchange, electronically mediated interactions are growing rapidly, replacing traditional face-to-face communications. However, literature provides contradicting results regarding the effectiveness of computer-mediated communication (CMC) versus face-to-face communication. This study attempts to reconcile differences in the literature on the benefits of CMC technologies and co-location. Focusing on knowledge dissemination in technology development processes in high-technology firms, the study investigates the relative impact of CMC technologies and co-location of research and development (R&D) staff, as well as the mutual interaction between them. The present article hypothesizes that CMC technologies and colocation of R&D staff have a positive impact on knowledge dissemination. Further, it is hypothesized that it is more favorable to co-locate R&D staff than to invest in CMC technologies and that the effects of co-location and CMC interact negatively. These hypotheses are tested using empirical data collected from 277 high-technology firms in the United States, and the results are generalized by conducting the same test on data from 125 high-technology firms in the Netherlands. Tests are conducted in a real-world setting, differing from previous comparative studies that mainly used laboratory experiments. Empirical results support the main effects of CMC technologies and co-location of R&D staff on knowledge dissemination. Other empirical results contradict conventional wisdom. Investing in CMC technologies is found to be favorable over co-locating R&D staff for knowledge dissemination. Moreover, the two communication channels strengthen each other. The discussion section presents the contours of a firm-level theory on communication infrastructures and knowledge dissemination, focusing on the scope and the heterogeneity of knowledge dissemination, which may explain these initially surprising results. From the arguments it follows that the choice for investment in co-location or CMC technologies depends on the scope of knowledge dissemination that has to be facilitated. Furthermore, the conclusion is made that effective knowledge dissemination requires a balanced investment in co-location and information technologies to be able to deal with the heterogeneous but interdependent types of knowledge dissemination.</p>","Berends, J.J.",Journal of Product Innovation Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.indmarman.2014.08.005,The Effect of Radical Innovation In/Congruence on New Product Performance,"Radical innovation is critical for many firms and for society. This research focuses on the impact of radical innovation congruence - the degree to which management values regarding radical innovation match radical innovation norms in the business unit. We offer a model and empirically test it to assess the impact of radical innovation congruence on new product performance. We find that radical innovation norms are positively associated with new product performance, whereas we find no such association for management values and new product performance. Contrary to our expectations, we did not find a significant effect of radical innovation congruence on new product performance; however, we did find that radical innovation incongruence can have a positive effect on new product performance but only when radical innovation norms are higher than management values. Thus, we suggest that the unintended situation of radical innovation incongruence may result in some positive consequences after all. Further, high radical innovation norms, far more than management values, seem to be critical determinants of new product performance.","Grinstein, A.",Industrial Marketing Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1097/JOM.0000000000000913,The Employer Perspective on Sustainable Employability in the Construction Industry,"<p>OBJECTIVE: To determine the measures employers in the construction industry take to promote sustainable employability, the barriers and facilitators that influence implementation and employer needs.</p><p>METHODS: Questionnaire among 499 employers and interviews with 17 employers.</p><p>RESULTS: Employers expressed a need for alternative jobs for workers who can no longer perform physically demanding tasks, as well as means to stimulate proactive employee behavior. Measures frequently targeted the work environment (95%) and employee health (79%), less frequently personal development (63%) and organization (65%). Implementation was influenced by economic factors, rules and regulations, client demands, employee demands, company vision, company culture, and time/manpower/expertise.</p><p>CONCLUSIONS: Implementation of measures aimed at reducing physical load and the promotion of personal development are needed.</p>","Westerman, M.J. (+1 more)",Journal of Occupational and Environmental Medicine,"SDG 9 - Industry, Innovation, and Infrastructure"
